Timestamp,Module,Message Class (Log Level),Function,Message,Application state,Queue,Thread ID,App,File,Line
" 2022-05-14T13:12:23.202-0400 ",CTXMAMCoreFramework,INFO (4),-[CTXMAMAppsInfo printMAMAppInfo],"CTX MAM App Info: {"CTXMAMCore":"22.1.0+4","CTXMAMAppCore":"22.1.0+1","CitrixLogger":"22.1.0+2","CTXMAMNetwork":"22.1.0+3"} {"CGPrep Toolkit Version & Build":"20.5.0.0","Is MAMCore Debug Build?":"No","lib-ctxlogger":"2.3.9","App Type":"SDK-CitrixMAM(5)"} Device: iPhone14,5 iOS: 15.4.1",-,com.citrix.ctxmamcore.mamAppInfoQueue,1603,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMAppsInfo/CTXMAMAppsInfo.m,193
" 2022-05-14T13:12:23.224-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_deleteKeychainDataForHashedName:],"ConfigManagerAuthVault: Unable to delete data. BackgroundAccessError = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}; NoBackgroundAccessError = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,867
" 2022-05-14T13:12:23.224-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_deleteLegacyVaultFromKeychain],"Failed to delete the legacy vault from the keychain with error = (null)",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1059
" 2022-05-14T13:12:23.224-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_initializeStorageData:],"There was a problem trying to migrate old vault, error = Error Domain=CTXMAMDataStorageError Code=90009 "The migration from the legacy vault has already happened, and will not run again." UserInfo={NSLocalizedDescription=The migration from the legacy vault has already happened, and will not run again.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,558
" 2022-05-14T13:12:23.225-0400 ",CTXMAMCoreFramework,INFO (4),-[CTXMAMDataStorage p_initializeStorageData:],"Storage data initialization was successful for vault ConfigManagerAuthVault and the data version is 0",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,592
" 2022-05-14T13:12:23.225-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMConfigManager initializeSharedStorageWithName:andStorageType:andPolicyMode:andAllowBackgroundAccess:],"Failed to initialize storage ConfigManagerAuthVault with error 90009",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,203
" 2022-05-14T13:12:23.225-0400 ",CTXMAMCoreFramework,INFO (4),-[CTXMAMDataStorage p_migrateDataFromOldVaultIfRequiredWithError:],"We have data in the keychain with the new name, so migration has already occurred. Returning NO since no migration has occured.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1000
" 2022-05-14T13:12:23.225-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_deleteKeychainDataForHashedName:],"ConfigManagerSharedVault: Unable to delete data. BackgroundAccessError = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}; NoBackgroundAccessError = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,867
" 2022-05-14T13:12:23.225-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_deleteLegacyVaultFromKeychain],"Failed to delete the legacy vault from the keychain with error = (null)",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1059
" 2022-05-14T13:12:23.225-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_initializeStorageData:],"There was a problem trying to migrate old vault, error = Error Domain=CTXMAMDataStorageError Code=90009 "The migration from the legacy vault has already happened, and will not run again." UserInfo={NSLocalizedDescription=The migration from the legacy vault has already happened, and will not run again.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,558
